-12.77411487,-4.899781032
-22.94349941,-13.24389143
-28.68007531,-27.84608462
-32.59137706,-45.57731921
-46.15055645,-52.09615545
-66.75007899,-52.3569089
-81.61302563,-32.01813982
-82.91679288,-15.85142592
